report	provider_number	npi	fy_start	fy_end	date_processed	date_created	status	year	data_source	beds	tot_charges	net_pat_rev	tot_discounts	tot_operating_exp	ip_charges	icu_charges	ancillary_charges	tot_discharges	mcare_discharges	mcaid_discharges	tot_mcare_payment	secondary_mcare_payment	street	city	state	zip	county	name	uncomp_care	cost_to_charge	new_cap_ass	cash	fixed_assets	depr_land	depr_bldg	depr_lease	depr_fixed_equip	depr_auto	depr_major_equip	depr_minor_equip	current_assets	current_liabilities	pps_ip_charges	pps_op_charges	pps_mcare_cost	pps_pgm_cost
247909	471306		10/01/2008	09/30/2009	03/18/2010	03/16/2010	1	2009	v1996	25	92183593	55521453	36662140	57523478	4619238	1655815	12203761	1956	1000	400			25 RIDGEWOOD ROAD	SPRINGFIELD	VT	05156	WINDSOR	SPRINGFIELD HOSPITAL			3249046	1390609	16103538	1159115	5391996	318251	5259267	84074	10478055		16964092	6638616	22439727	57376753	7975535	
247910	471307		10/01/2008	09/30/2009	03/18/2010	03/16/2010	1	2009	v1996	25	73991044	57312510	16678534	56331328	5567564	523525	12688947	1534	745	360			115 PORTER DRIVE	MIDDLEBURY	VT	05753-8629	ADDISON	PORTER HOSPITAL			3017149	8800276	27094245	923489	6162497		3463402		6159998		18331248	8587880	18330512	55982960	6857417	
247971	110008		10/01/2008	09/30/2009	03/22/2010	03/12/2010	1	2009	v1996	84	294313725	101465163	192848562	100820757	15382257	6495957	107788555	5503	1608	705	14180477	18310	201 HOSPITAL ROAD	CANTON	GA	30115-	CHEROKEE	NORTHSIDE HOSPITAL-CHEROKEE  INC.	12535800	.235315	32145738	5021220	54001910						38759130		11798149	19573367	131642830	156979631	16755086	15879319
247972	310050		10/01/2008	09/30/2009	03/22/2010	03/12/2010	1	2009	v1996	330	1351835103	235128085	1116707018	311728256	376789730	58447318	390530622	20462	6653	844	59315692	46383	25 POCONO ROAD	DENVILLE	NJ	07834-	MORRIS	ST. CLARE S HOSPITAL - DENVILLE	116183962	.200574	4356368	1506997	132827206	5726	7975666	306956	1506916	1735038	16586286		45899725	48382541	860268995	477045959	61359760	55590775
247979	010019		10/01/2008	09/30/2009	03/22/2010	03/22/2010	1	2009	v1996	185	228927258	75519752	153407506	80672039	20250409	3413206	81374893	7836	3244	960	23578595	5492	1300 SOUTH MONTGOMERY AVENUE	SHEFFIELD	AL	35660-	COLBERT	HELEN KELLER HOSPITAL	12326911	.330111		3626004	37446750							64880114	19165746	4094178	100172758	115101478	21651154	19945162
247980	010062		10/01/2008	09/30/2009	03/22/2010	03/22/2010	1	2009	v1996	73	40301184	20080122	20221062	21123534	2015270	871866	11666578	1817	955	223	5177645	9333	1200 WEST MAPLE STREET	GENEVA	AL	36340	GENEVA	WIREGRASS MEDICAL CENTER	3865360	.503724	762608	1625809	7190102							16744303	5838860	2658573	22348146	15539597	4091086	3735181
248002	223034		10/01/2008	09/30/2009	03/22/2010	03/10/2010	1	2009	v1996	195	179810005	89659005	90151000	96308000	59285897		70408860	2625	1254	150			125 NASHUA STREET	BOSTON	MA	02114	SUFFOLK	SPAULDING REHABILITATION HOSPITAL			6690079	4910000	21771189	267780	29130418	1930776			10707500		20607000	17388000	129715118	50094886	27892891	26580178
248012	301302		10/01/2008	09/30/2009	03/22/2010	03/15/2010	1	2009	v1996	25	103045825	62191411	40854414	60499605	3852319	822680	21495237	1371	618	240			600 ST. JOHNSBURY ROAD	LITTLETON	NH	03561	GRAFTON	LITTLETON REGIONAL HOSPITAL			2239954	8595964	31523490	320141	11706533	6823	776791		9880185		28441618	10925911	25988974	63577694	8090725	
248014	471305		10/01/2008	09/30/2009	03/22/2010	03/11/2010	1	2009	v1996	25	66543608	43291899	23251709	44123280	3657094	473996	11754532	1252	582	253			528 WASHINGTON HIGHWAY	MORRISVILLE	VT	05661	LAMOILLE	COPLEY HOSPITAL  INC.			947593	4498999	10459119	370798	2603776	5849236			9402867		16363015	7492078	15909138	41343615	5475555	
248097	301303		10/01/2008	09/30/2009	03/24/2010	03/11/2010	1	2009	v1996	25	65073021	39273055	25799966	40110183	2235876	779829	9404527	813	604	44			173 MIDDLE STREET	LANCASTER	NH	03584	COOS	WEEKS MEDICAL CENTER			1319094	4473751	14670532	286931	5397618		4899225		5435931		11195325	4948982	13414551	44656623	3581589	
248113	181315		10/01/2008	09/30/2009	03/24/2010	03/16/2010	1	2009	v1996	25	33119129	15794452	17324677	15250834	2548983		5706105	1016	294	213			110 METKER TRAIL	STANFORD	KY	40484	LINCOLN                 LINCOLN	FORT LOGAN HOSPITAL			210086	1315070	15387809		1238465				3820516		4413552	487035	8119273	21557571	1902890	
248115	201309		10/01/2008	09/30/2009	03/24/2010	03/10/2010	1	2009	v1996	25	63800584	41848919	21951665	40970648	4360333	977120	10805787	1314	684	280			75 WEST MAIN STREET	DOVER-FOXCROFT	ME	04426	PISCATAQUIS	MAYO REGIONAL HOSPITAL			2519350	1200480	14248908	382582	5185993		4952858		9536211	84050	12560231	5422708	15163297	41091714	4756279	
248118	220058		10/01/2008	09/30/2009	03/24/2010	03/09/2010	1	2009	v1996	21	79734597	21417591	58317006	24285250	3998615		14597917	855	425	37	2418561		201 HIGHLAND STREET	CLINTON	MA	01510	WORCESTER	UMMHC~CLINTON HOSPITAL	655077	.252886	36667	6756365	8597620	433739	3611245	2738712	358262		2763429		9860638	3041000	31862108	47872489	2777241	2660650
248124	471303		10/01/2008	09/30/2009	03/24/2010	03/11/2010	1	2009	v1996	25	92327344	51996798	40330546	52276750	5112426	1470976	16646468	1817	724	470			1315 HOSPITAL DRIVE	ST. JOHNSBURY	VT	05819	CALEDONIA	NORTHEASTERN VT REGIONAL HOSPITAL			1711769	1598794	19390001	635928	10160842		1649439		11153082		9640940	6190343	24443640	58022368	7076721	
248125	471304		10/01/2008	09/30/2009	03/24/2010	03/11/2010	1	2009	v1996	25	124607218	63243857	61363361	63671619	7110963	1369273	14798494	1423	744	322			189 PROUTY DRIVE	NEWPORT	VT	05855	ORLEANS	NORTH COUNTRY HOSPITAL & HEALTH CTR			6935627	6011990	27371007	543639	13377399	91022	970505		16065347		15804159	8081214	21952494	80466472	6587010	
248163	493030		10/01/2008	09/30/2009	03/24/2010	03/04/2010	1	2009	v1996	28	13506787	9816505	3690282	8065143	4760912		8012218	662	426	16			13700 ST. FRANCIS BLVD	MIDLOTHIAN	VA	23114	CHESTERFIELD	SHELTERING ARMS HOSPITAL SOUTH	235451	.577179	66122	-3977	1724614			525907	25405		382589		1725327	199764	12773030	733657	4629887	4053176
248170	511306		10/01/2008	09/30/2009	03/24/2010	03/10/2010	1	2009	v1996	25	38141282	20644770	17496512	20952843	1213896		5624192	542	261	53			200 HOSPITAL DRIVE	SPENCER	WV	25276-1060	ROANE	ROANE GENERAL HOSPITAL			880888	952768	7345701	78289	2242033		2316408		5026564	3158	4321590	3765249	9406579	26199257	1893856	
248177	521321		10/01/2008	09/30/2009	03/24/2010	03/12/2010	1	2009	v1996	25	30518397	17430043	13088354	20398897	2123560	219065	6358321	711	314	10			933 NEWBURY STREET	RIPON	WI	54971	FOND DU LAC	RIPON MEDICAL CENTER			422116	492120	8044670	202645	4791563		2287017		6095407		4558308	2800550	9194767	20682001	2346259	
248178	521339		10/01/2008	09/30/2009	03/24/2010	03/04/2010	1	2009	v1996	25	36322017	25758939	10563078	24758883	1411760	363719	7325198	725	358	28			601 CENTER AVENUE SOUTH	MERRILL	WI	54452	LINCOLN	GOOD SAMARITAN HEALTH CTR OF MER  WI	1881064	.618451	1086508	7530401	7024621	502680	5104808		6727272	75431	6265955		15727506	2211041	8295069	23483705	3008925	
248179	521352		10/01/2008	09/30/2009	03/24/2010	03/08/2010	1	2009	v1996	25	68943344	36891202	32052142	36948522	4755966		16125365	1051	456	80			825 S. IOWA STREET	DODGEVILLE	WI	53533	IOWA	UPLAND HILLS HEALTH			4043367	1911518	41484503		22650507						8165347	4065249	16559787	46058573	3710145	
248180	521359		10/01/2008	09/30/2009	03/24/2010	03/03/2010	1	2009	v1996	25	86475743	54766294	31709449	48991586	4511278	1162745	18886156	1961	940	564			1615 MAPLE LANE	ASHLAND	WI	54806	ASHLAND	MEMORIAL MEDICAL CENTER  INC.		.517329	2055919	2971430	20048984	2090077	19377389		784032		11431923		29620332	7932694	25103697	55460564	8485731	
248181	524038		10/01/2008	09/30/2009	03/24/2010	03/10/2010	1	2009	v1996	80	31183611	16788491	14395120	16155237	13195101		2854799	1991	265	221			BELLIN PSYCHIATRIC CENTER  INC.	GREEN BAY	WI	54305-3725	BROWN	BELLIN PSYCHIATRIC CENTER  INC.			453655	4377261	6183634	86440	651368		514669		762418		6724320	1779779	18779785	12403826	1963449	1869639
248210	220012		10/01/2008	09/30/2009	03/25/2010	03/08/2010	1	2009	v1996	223	771418395	362231223	409187172	361036505	59300210	12673596	268140923	16421	9191	1693	98850118	34053	27 PARK STREET	HYANNIS	MA	02601	BARNSTABLE	CAPE COD HOSPITAL		.42038	26157708	11124487	186321415	2821204	56765358	1117360	17491889		102247556		115244432	57665186	332906102	413249106	99795838	92257319
248215	220135		10/01/2008	09/30/2009	03/25/2010	03/03/2010	1	2009	v1996	95	281557551	134314983	147242568	131116704	18330700	2163411	92906782	6725	3687	723	36161794	11315	FALMOUTH HOSPITAL	FALMOUTH	MA	02574	BARNSTABLE	FALMOUTH HOSPITAL		.391627	4085627	15159490	51708873	2620260	26368562	44735	10149472		39791780		66037788	13766100	108889068	158486536	34974738	33666961
248216	222000		10/01/2008	09/30/2009	03/25/2010	03/10/2010	1	2009	v1996	180	138895351	59291984	79603367	63685604	67501447		71206781	2189	1220				1575 CAMBRIDGE ST	CAMBRIDGE	MA	02139	US	YOUVILLE HOSPITAL				7969154	13667299	979461	21947000		15338307	146592	12554648		25448659	13078182	133276275	187117	31737741	29863044
248231	201308		10/01/2008	09/30/2009	03/26/2010	03/03/2010	1	2009	v1996	25	66527608	43325551	23202057	43947524	5643473	897525	9676566	1304	737	408			20 HARTFORD STREET	HOULTON	ME	04730	AROOSTOOK	HOULTON REGIONAL HOSPITAL			806329	1520065	12411510	871057	11770933		4417640		8294753		13663380	10091576	17147224	41668091	5034031	
248234	220010		10/01/2008	09/30/2009	03/26/2010	03/08/2010	1	2009	v1996	189	355682351	156742515	198939836	159091515	45191404	6679274	96170912	12817	4208	1995	40958652	39926	ONE GENERAL STREET	LAWRENCE	MA	01842	ESSEX	LAWRENCE GENERAL HOSPITAL	9216572	.421427	5219680	19647000	38868000	610000	37041000		501000		13530000		49894000	25115000	157821854	170425744	37095063	35573897
248237	220063		10/01/2008	09/30/2009	03/26/2010	03/02/2010	1	2009	v1996	179	506733953	210519081	296214872	212082495	53841801	4656740	137970366	13302	3380	3275	31738699	58542	295 VARNUM AVENUE	LOWELL	MA	01854	MIDDLESEX	LOWELL GENERAL HOSPITAL	3937073	.382172		15047816	60066888	1503807	50225317	468476		103149	50692078		62956769	38252284	195479037	311254916	29835020	28127559
248240	221303		10/01/2008	09/30/2009	03/26/2010	03/04/2010	1	2009	v1996	25	81079931	21461282	59618649	23315946	2659504	488671	9539209	966	465	90			2033 MAIN STREET	ATHOL	MA	01331	WORCESTER	ATHOL MEMORIAL HOSPITAL			565309	378912	5388081								5579246	4833028	12167608	58853061	2841858	
248241	222010		10/01/2008	09/30/2009	03/26/2010	03/10/2010	1	2009	v1996	207	86103239	41568189	44535050	42585630	41568928		43925689	1071	673	311			59 TOWNSEND STREET	ROXBURY	MA	02119	SUFFOLK	RADIUS SPECIALTY HOSPITAL  LLC			2129775	905994	3850459	8109		217973			1539507	231250	16808281	7593510	85494617	608622	17963222	16724773
248249	200032		10/01/2008	09/30/2009	03/26/2010	03/03/2010	1	2009	v1996	50	89295960	44176435	45119525	41949808	11667092	1562310	16374810	1936	1122	295	7147222	3416	181 MAIN STREET	NORWAY	ME	04268	OXFORD	STEPHENS MEMORIAL HOSPITAL		.422717	1427095	7690840	14807628	927976	7889236		1385917		13721757		12270571	7329455	29852590	51670995	8722780	8311390
248250	220084		10/01/2008	09/30/2009	03/26/2010	03/02/2010	1	2009	v1996	119	493382261	168471469	324910792	174788621	33991864	4799044	99445528	6395	2485	246	20326258	17647	133 ORNAC	CONCORD	MA	01742	MIDDLESEX	EMERSON HOSPITAL		.327809	10922010	12429104	101312926	1294468	66427206		8459047		64412984		35917264	24398131	153967162	319587171	22857682	20188262
248325	201312		10/01/2008	09/30/2009	03/29/2010	03/08/2010	1	2009	v1996	25	87524086	61722276	25801810	60966683	20810267			1528	847	227			56 NORTHPORT AVENUE	BELFAST	ME	04915	WALDO	WALDO COUNTY GENERAL HOSPITAL			1028244	6189161	22104062	754216	8716346	1257908	4970986		12813274		14732549	7376601	19212253	56692971	8736468	
248326	201313		10/01/2008	09/30/2009	03/29/2010	03/04/2010	1	2009	v1996	25	53280370	32414862	20865508	31573790	3632912	342105	6951971	1026	565	125			99 GROVE STREET	PITTSFIELD	ME	04967	SOMERSET	SEBASTICOOK VALLEY HOSPITAL			1664934	3517858	9629901		3796103	438517	1642321		7336943		9736102	6672699	10256083	35827556	3623144	
248330	220174		10/01/2008	09/30/2009	03/29/2010	03/19/2010	5	2009	v1996	105	135138318	55169766	79968552	55456359	8366652	2792680	46332737	3533	2175	205	16125200	4182	140 LINCOLN AVE	HAVERHILL	MA	01840	ESSEX	MERRIMACK VALLEY HOSPITAL		.394202	638768	-1129193	22187357		15144355						6385436	13984731	64961262	70177056	17063285	15529099
248331	301308		10/01/2008	09/30/2009	03/29/2010	03/23/2010	5	2009	v1996	25	61709831	40143203	21566628	41567990	2538576	1191627	10294618	1276	609	255			243 ELM STREET	CLAREMONT	NH	03743	SULLIVAN	VALLEY REGIONAL HOSPITAL  INC.		.542366		7087669	19673309								12598099	6582803	13941637	41194910	5524338	
248383	110107		10/01/2008	09/30/2009	03/30/2010	03/23/2010	1	2009	v1996	613	1619508770	630571879	988936891	620556048	87780196	70107300	788902479	30789	9827	3151	146648682	178276	777 HEMLOCK STREET	MACON	GA	31201-	BIBB	MEDICAL CENTER OF CENTRAL GEORGIA		.303701		41749738	304892776	2070322	114987552	192519	72430541		191170673		684654534	54510102	975224414	602676588	111652149	105003936
248435	010033		10/01/2008	09/30/2009	03/30/2010	03/30/2010	1	2009	v1996	989	2904998941	1037521612	1867477329	1088139612	215868408	290060493	1719979137	37028	9791	10835	194892046	569043	619 SOUTH 19TH STREET	BIRMINGHAM	AL	35233	JEFFERSON	UNIVERSITY OF ALABAMA HOSPITAL	279127438	.262196	15259368	46577000									184346000	74338000	2246382198	631879455	157507381	141017447
248437	020026		10/01/2008	09/30/2009	03/30/2010	03/26/2010	2	2009	v1996														4000 AMBASSADOR DRIVE	ANCHORAGE	AK	99508-5928	ANCHORAGE	ALASKA NATIVE MEDICAL CENTER																		
248438	340156		10/01/2008	09/30/2009	03/30/2010	03/26/2010	2	2009	v1996														CALLER BOX C-268	CHEROKEE	NC	28719	CHEROKEE	CHEROKEE INDIAN HOSPITAL																		
248443	370170		10/01/2008	09/30/2009	03/30/2010	03/26/2010	2	2009	v1996														1515 LAWRIE TATUM ROAD	LAWTON	OK	73507-3099	COMANCHE	LAWTON INDIAN HOSPITAL																		
248448	250050		10/01/2008	09/30/2009	03/30/2010	03/30/2010	1	2009	v1996	96	145411620	55172598	90239022	59315989	7650604	1222892	34988750	3180	1041	867	6864630	4300	HOSPITAL ROAD	STARKVILLE	MS	39759	OKTIBBEHA	OKTIBBEHA COUNTY HOSPITAL		.353649	3047667	5085099	43562404	1384447	15870394		3334242	436909	21424784	6514	18738778	9302256	45444646	75167697	7756114	7149908
248614	361309		11/01/2008	10/31/2009	04/12/2010	04/05/2010	1	2009	v1996	25	37683851	23452212	14231639	24146807	1515589	189605	6014012	755	311	112			11600 STATE ROUTE 424	NAPOLEON	OH	43545	HENRY	HENRY COUNTY HOSPITAL (CAH)			537211	5261617	11271403	530509	3832431		2889939		6595761		10241817	3352937	8032714	28194481	2587477	
248734	010010		10/01/2008	09/30/2009	04/12/2010	03/08/2010	1	2009	v1996	90	137831910	52980613	84851297	55479408	9324333	1319943	38668108	4227	2016	588	13310465	4876	8000 ALABAMA HIGHWAY 69	GUNTERSVILLE	AL	35976-	MARSHALL	MARSHALL MEDICAL CENTER - NORTH	13745290	.362146	3593277	11167694	27793289	2409312	16788297		1422355		29969651		20780801	4194599	48088385	78845794	12024549	10744391
248735	010059		03/01/2009	09/30/2009	04/12/2010	04/07/2010	1	2009	v1996	37	27646284	9840004	17806280	10439097	1942450	629200	9957141	1079	586	78	3451537	6610	202 HOSPITAL STREET	MOULTON	AL	35650-	LAWRENCE	LAWRENCE MEDICAL CENTER	2386363	.327188	106044	708733	971397	893		17306	397		305567	1468363	2404343	1569587	13016535	14036900	2562351	2413923
248740	110001		10/01/2008	09/30/2009	04/12/2010	04/01/2010	1	2009	v1996	255	448771708	194509703	254262005	198726607	37773335	8104236	174954269	10637	4226	4210	37508289	58566	1200 MEMORIAL DRIVE	DALTON	GA	30720-	WHITFIELD	HAMILTON MEDICAL CENTER	35664882	.327666	16162157	6778134	116967338		102140116						41471415	21418036	225900831	206221782	40966515	36649663
248741	110004		10/01/2008	09/30/2009	04/12/2010	03/31/2010	1	2009	v1996	118	240841466	78047040	162794426	88422376	11685693	3559829	85121938	5020	1825	441	15794739	12940	101 GROSS CRESCENT CIRCLE	FT OGLETHORPE	GA	30742	WALKER  DADE AND CATOOSA	HUTCHESON MEDICAL CENTER  INC.		.308565	2009024	873072	29129319	27796880	91675807						41984122	14460791	109074178	117755186	14623067	13666931
248752	030077		10/01/2008	09/30/2009	04/12/2010	04/07/2010	2	2009	v1996														223 SENECA LANE	SAN CARLOS	AZ	85550		 PHS INDIAN HOSPITAL SAN CARLOS																		
248753	030113		10/01/2008	09/30/2009	04/12/2010	04/07/2010	2	2009	v1996														200 WEST HOSPITAL WAY	WHITERIVER	AZ	85941	NAVAJO	WHITERIVER PHS INDIAN HOSPITAL																		
248754	280119		10/01/2008	09/30/2009	04/12/2010	04/07/2010	2	2009	v1996														HIGHWAY 77-75	WINNEBAGO	NE	68071	BROWN	PHS INDIAN HOSPITAL WINNEBAGO																		
248755	350063		10/01/2008	09/30/2009	04/12/2010	04/07/2010	2	2009	v1996														PO BOX 160	BELCOURT	ND	58316	ROLETTE	PHS INDIAN HOSPITAL BELCOURT																		
248756	350064		10/01/2008	09/30/2009	04/12/2010	04/07/2010	2	2009	v1996														NORTH RIVER ROAD	FORT YATES	ND	58538	SIOUX	PHS INDIAN HOSPITAL																		
248798	234038		11/01/2008	12/31/2008	04/12/2010	04/07/2010	2	2009	v1996	90	3384300	2439042	945258	2617835	3384300			4167	72	4030			15000 GRATIOT AVE.	DETROIT	MI	48205	WAYNE	BCA  OF DETROIT LLC			9853	-154704	182105						7284		1907616	963653	3384300		452242	434998
248894	450795		01/01/2009	03/15/2009	04/13/2010	04/13/2010	2	2009	v1996														427 W. 20TH STREET SUITE 300	HOUSTON	TX	77008	HARRIS	RENAISSANCE HOSPITAL																		
248905	110105		10/01/2008	09/30/2009	04/13/2010	04/05/2010	1	2009	v1996	86	159911279	81591115	78320164	89180091	9369065	2255416	49314718	4238	1654	597	12305105	1480	3131 THOMASVILLE HIGHWAY	MOULTRIE	GA	31768-	COLQUITT	COLQUITT REGIONAL MEDICAL CENTER		.396083	2339847	18282632	31201672		54456097						38309244	10002105	62230441	96112284	13689572	12435483
248906	110142		10/01/2008	09/30/2009	04/13/2010	04/06/2010	1	2009	v1996	49	44989718	24957019	20032699	26830100	3645829		7950545	1247	656	87	3113352	1732	200 N. RIVER ST.	CLAXTON	GA	30417-	EVANS	EVANS MEMORIAL HOSPITAL	3438833	.508193	621155	954226	11926254		10993149						4749960	3119483	18962197	25064553	3297755	2834773
248909	110150		10/01/2008	09/30/2009	04/13/2010	04/06/2010	1	2009	v1996	105	200408360	87674574	112733786	75549810	19981077	3778063	66823984	4670	1815	1560	15848670	41197	821 N. COBB STREET	MILLEDGEVILLE	GA	31061-	BALDWIN	OCONEE REGIONAL MEDICAL CENTER		.350399	8532192	16021563	34242605		26353133				37555683		33448145	11811544	92588360	94545059	16618754	15104611
248913	010069		10/01/2008	09/30/2009	04/13/2010	04/13/2010	1	2009	v1996	29	60070513	16956867	43113646	17882884	3514773	926220	17629206	1492	743	125	3748642	7797	820 WEST WASHINGTON STREET	EUFAULA	AL	36026-	BARBOUR	SEAR		.239847	267215	871508	1034605						327390		4200258	1231772	25434989	33748834	3308925	3161024
248915	250141		10/01/2008	09/30/2009	04/13/2010	03/31/2010	1	2009	v1996	309	580930328	249438859	331491469	195844231	44752189	16969359	303246956	15645	6279	2712	62988633	245408	7601 SOUTHCREST	SOUTHAVEN	MS	38671	DESOTO	BAPTIST MEM HOSPITAL DESOTO	26148031	.325978	4587979	1528362	208611647	2014118	43414987	252309			40954832		46686080	22993451	380387388	199863930	62891396	54267217
248916	440147		10/01/2008	09/30/2009	04/13/2010	04/08/2010	1	2009	v1996	1	47848098	14031390	33816708	22149160			15634022						2100 EXETER	GERMANTOWN	TN	38138	SHELBY	BMH GERMANTOWN	603213	.399458	3174814	572628	14470216	125116	12477544	1154618			5783916		-4026246	5318787	30403123	17437782		
249040	063027		11/01/2008	10/31/2009	04/15/2010	04/14/2010	1	2009	v1996	100	43805286	18167658	25637628	18927197	23693170		13967795	647	197	18			900 POTOMAC	AURORA	CO	80011	ARAPAHOE	SPALDING REHAB. HOSPITAL			108219	6055	8729375		3644324	566324	577813		1910882	1657029	3888080	1279679	37660965	6144321	5458275	4750756
249072	421302		10/01/2008	09/30/2009	04/16/2010	03/09/2010	1	2009	v1996	25	25388045	15301503	10086542	18711040	1242855		2155282	545	196	92			102 US HWY 31 BYPASS NORTH	WINSBORO	SC	29180-0620	FAIRFIELD	FAIRFIELD MEMORIAL HOSPITAL			391533	1138	5374321				11809159				3092344	4607277	5432442	14688188	1094005	
249073	110005		10/01/2008	09/30/2009	04/16/2010	04/01/2010	1	2009	v1996	133	615055993	192751189	422304804	196405000	36793853	13489761	248662640	9895	3515	852	28932932	66374	1200 MEDICAL CENTER BLVD	CUMMING	GA	30040-	FORSYTH	NORTHSIDE HOSPITAL FORSYTH	17439983	.231473	28435464	8052489	170898618						63703897		19810296	162131637	306952787	300679792	33889900	30154212
249074	110121		10/01/2008	09/30/2009	04/16/2010	04/01/2010	1	2009	v1996	46	44314333	23500306	20814027	24283197	2089011	453872	11874171	1164	424	290	2347860	2166	1155 5TH ST SE	CAIRO	GA	39828-3142	GRADY	GRADY GENERAL HOSPITAL	7955896	.348519	2194164		7381201								1990865	1293613	19318580	20395586	2471240	2321832
